album_title,artist,labels,genres,critic_score,user_score,album_length,track_number,track_title,track_length,featured_artists,track_rating,track_rating_count,release_date_clean,year_x,album,year_y,main_theme,subthemes
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",25,Ok Ok pt 2,3:24,,61,1752,2021-08-29,2021,,,,
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",26,Junya pt 2,3:02,,64,1768,2021-08-29,2021,,,,
Donda,Kanye West,"G.O.O.D., Def Jam","Christian Hip Hop, Experimental Hip Hop, Gospel, Alternative R&B, Trap, Pop Rap",59,72,"1 hour, 48 minutes",27,Jesus Lord pt 2,11:30,,74,1768,2021-08-29,2021,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,1,True Love,2:40,,62,608,2022-02-24,2022,Donda 2,2022.0,family,"divorce, children"
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,1,True Love,2:40,,62,608,2022-02-24,2022,Donda 2,2022.0,family,"divorce, children"
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,2,Broken Road,1:40,,55,575,2022-02-24,2022,Donda 2,2022.0,emotion,reflection
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,2,Broken Road,1:40,,55,575,2022-02-24,2022,Donda 2,2022.0,emotion,reflection
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,2,Broken Road,1:40,,55,575,2022-02-24,2022,Donda 2,2022.0,emotion,reflection
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,2,Broken Road,1:40,,55,575,2022-02-24,2022,Donda 2,2022.0,emotion,reflection
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,3,Get Lost,2:35,,34,571,2022-02-24,2022,Donda 2,2022.0,introspection,emptiness
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,3,Get Lost,2:35,,34,571,2022-02-24,2022,Donda 2,2022.0,introspection,emptiness
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,4,Too Easy,2:58,,49,565,2022-02-24,2022,Donda 2,2022.0,ego,success
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,4,Too Easy,2:58,,49,565,2022-02-24,2022,Donda 2,2022.0,ego,success
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,5,Flowers,2:51,,53,562,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,6,Security,2:16,,54,571,2022-02-24,2022,Donda 2,2022.0,anger,"paranoia, conflict"
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,6,Security,2:16,,54,571,2022-02-24,2022,Donda 2,2022.0,anger,"paranoia, conflict"
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,7,We Did It Kid,2:48,,62,560,2022-02-24,2022,Donda 2,2022.0,celebration,legacy
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,7,We Did It Kid,2:48,,62,560,2022-02-24,2022,Donda 2,2022.0,celebration,legacy
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,8,Pablo,2:34,,60,566,2022-02-24,2022,Donda 2,2022.0,identity,chaos
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,8,Pablo,2:34,,60,566,2022-02-24,2022,Donda 2,2022.0,identity,chaos
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,9,Louie Bags,3:13,,39,550,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,10,Happy,4:45,,49,542,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,11,Sci Fi,4:00,,47,536,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,12,Selfish,1:39,,44,522,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,13,Lord Lift Me Up,2:09,,46,532,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,14,City of Gods,4:16,,69,572,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,15,First Time in a Long Time,3:04,,50,536,2022-02-24,2022,,,,
Donda 2,Kanye West,No Label,"Trap, Experimental Hip Hop, Pop Rap, Alternative R&B, Contemporary R&B",46,33,47 minutes,16,Eazy,3:54,,56,502,2022-02-24,2022,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,1,STARS,1:55,,70,4085,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,2,KEYS TO MY LIFE,2:54,,56,3922,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,3,PAID,3:15,,57,3978,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,4,TALKING,3:05,,56,3967,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,5,BACK TO ME,4:55,,66,4051,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,6,HOODRAT,3:42,,40,4026,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,7,DO IT,3:45,,64,3905,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,8,PAPERWORK,2:25,,53,3886,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,9,BURN,1:51,,81,4198,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,10,FUK SUMN,3:29,,66,3993,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,11,VULTURES,4:36,,45,3978,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,12,CARNIVAL,4:24,,62,4172,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,13,BEG FORGIVENESS,6:09,,57,3851,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,14,GOOD (DON'T DIE),3:19,,65,3451,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,15,PROBLEMATIC,3:14,,59,3837,2024-02-10,2024,,,,
VULTURES 1,¥$,YZY,"Pop Rap, Trap, Alternative R&B, Hip House, Experimental Hip Hop",43,46,55 minutes,16,KING,2:36,,44,3862,2024-02-10,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,1,SLIDE,3:18,,65,3171,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,2,TIME MOVING SLOW,2:39,,46,3013,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,3,FIELD TRIP,2:47,,61,3146,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,4,FRIED,2:59,,46,3041,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,5,ISABELLA,0:08,,16,1908,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,6,PROMOTION,2:38,,55,2981,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,7,HUSBAND,2:17,,24,2991,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,8,LIFESTYLE,3:23,,40,2912,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,9,FOREVER,2:15,,36,2840,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,10,BOMB,2:31,,18,3243,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,11,RIVER,4:07,,63,3025,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,12,530,4:50,,47,3021,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,13,DEAD,4:23,,44,2876,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,14,FOREVER ROLLING,3:17,,47,2849,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,15,SKY CITY,4:22,,35,2947,2024-08-03,2024,,,,
VULTURES 2,¥$,YZY,"Pop Rap, Trap, Alternative R&B",40,28,49 minutes,16,MY SOUL,3:44,,38,2818,2024-08-03,2024,,,,
